,branch,variable,expression
2507,Demand Sites and Catchments\Queen_Creek\VegFruit,Fraction Covered,0
2508,Demand Sites and Catchments\Queen_Creek\VegFruit,Direct Recharge to GW,0.0
2509,Demand Sites and Catchments\Power Plant,Demand Priority,1
2510,Demand Sites and Catchments\Power Plant,Annual Activity Level,0
2511,Demand Sites and Catchments\Power Plant,Annual Water Use Rate,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Input\Power_Plant_Water_Use_Rate.xlsx, A3:B12))"
2512,Demand Sites and Catchments\Power Plant,Monthly Variation,"MonthlyValues( Jan, 5.69,  Feb, 5.39,  Mar, 5.69,  Apr, 6.86,  May, 8.33,  Jun, 10.29,  Jul, 11.67,  Aug, 11.47,  Sep, 10.78,  Oct, 9.12,  Nov, 7.84,  Dec, 6.86 )"
2513,Demand Sites and Catchments\Power Plant,Loss Rate,0
2514,Demand Sites and Catchments\Power Plant,Consumption,100
2515,Demand Sites and Catchments\Power Plant,DSM Savings,0
2516,Demand Sites and Catchments\Power Plant,Reuse Rate,0
2517,Demand Sites and Catchments\Power Plant,DSM Cost,0
2518,Demand Sites and Catchments\Power Plant,Capital Costs,0
2519,Demand Sites and Catchments\Power Plant,Fixed Operating Costs,0
2520,Demand Sites and Catchments\Power Plant,Variable Operating Costs,0
2521,Demand Sites and Catchments\Power Plant,Fixed Benefits,0
2522,Demand Sites and Catchments\Power Plant,Variable Benefits,0
2523,Demand Sites and Catchments\Industrial,Demand Priority,1
2524,Demand Sites and Catchments\Industrial,Annual Activity Level,0
2525,Demand Sites and Catchments\Industrial,Annual Water Use Rate,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Input\Industrial_Water_Use_Rate.xlsx, A3:B12))"
2526,Demand Sites and Catchments\Industrial,Monthly Variation,"MonthlyValues( Jan, 5.69,  Feb, 5.39,  Mar, 5.69,  Apr, 6.86,  May, 8.33,  Jun, 10.29,  Jul, 11.67,  Aug, 11.47,  Sep, 10.78,  Oct, 9.12,  Nov, 7.84,  Dec, 6.86 )"
2527,Demand Sites and Catchments\Industrial,Loss Rate,0
2528,Demand Sites and Catchments\Industrial,Consumption,100
2529,Demand Sites and Catchments\Industrial,DSM Savings,0
2530,Demand Sites and Catchments\Industrial,Reuse Rate,0
2531,Demand Sites and Catchments\Industrial,DSM Cost,0
2532,Demand Sites and Catchments\Industrial,Capital Costs,0
2533,Demand Sites and Catchments\Industrial,Fixed Operating Costs,0
2534,Demand Sites and Catchments\Industrial,Variable Operating Costs,0
2535,Demand Sites and Catchments\Industrial,Fixed Benefits,0
2536,Demand Sites and Catchments\Industrial,Variable Benefits,0
2537,Demand Sites and Catchments\Peninsula,Demand Priority,1
2538,Demand Sites and Catchments\Peninsula,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Area\peninsul.xlsx, A3:B12))"
2539,Demand Sites and Catchments\Peninsula,Precipitation,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Phoenix_Encanto_2009_2018.csv, 8)"
2540,Demand Sites and Catchments\Peninsula,Min Temperature,0
2541,Demand Sites and Catchments\Peninsula,Max Temperature,0
2542,Demand Sites and Catchments\Peninsula,Min Humidity,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Phoenix_Encanto_2009_2018.csv, 5)"
2543,Demand Sites and Catchments\Peninsula,Max Humidity,0
2544,Demand Sites and Catchments\Peninsula,Average Humidity,0
2545,Demand Sites and Catchments\Peninsula,Irrigation Use of Runoff,0
2546,Demand Sites and Catchments\Peninsula,Wind,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Phoenix_Encanto_2009_2018.csv, 9)"
2547,Demand Sites and Catchments\Peninsula,Solar Radiation,0
2548,Demand Sites and Catchments\Peninsula,Sunshine Hours,0
2549,Demand Sites and Catchments\Peninsula,Cloudiness Fraction,0
2550,Demand Sites and Catchments\Peninsula,Krs,0.16
2551,Demand Sites and Catchments\Peninsula,Capital Costs,0
2552,Demand Sites and Catchments\Peninsula,Fixed Operating Costs,0
2553,Demand Sites and Catchments\Peninsula,Variable Operating Costs,0
2554,Demand Sites and Catchments\Peninsula,Fixed Benefits,0
2555,Demand Sites and Catchments\Peninsula,Variable Benefits,0
2556,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Alfalfa.xlsx, A3:B12))*0.760"
2557,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Potential Yield,"MultiCropValues(4846, 4846, 4846, 4846)"
2558,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, May 14, % of RAW, 100, % Depletion, 100,  2, May 15, Jun 28, % of RAW, 100, % Depletion, 100,  3, Jun 29, Aug 12, % of RAW, 100, % Depletion, 100,  4, Aug 13, Sep 26, % of RAW, 100, % Depletion, 100)"
2559,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Market Price,0
2560,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Fraction Wetted,0.6
2561,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Total Soil Thickness,2
2562,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Irrigation Efficiency,60
2563,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Loss to Groundwater,0
2564,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Soil Water Capacity,SoilLibrary(Loam)
2565,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Loss to Runoff,0
2566,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Minimum Depth,0
2567,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Target Depth,0
2568,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Maximum Infiltration Rate,243.8
2569,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Release Requirement,0
2570,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Maximum Percolation Rate,7315.2
2571,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Effective Precipitation,100
2572,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Fraction Covered,0
2573,Demand Sites and Catchments\Peninsula\Alfalfa_hay,Direct Recharge to GW,0.0
2574,Demand Sites and Catchments\Peninsula\Corn_grain,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Corn.xlsx, A3:B12))*0.0447"
2575,Demand Sites and Catchments\Peninsula\Corn_grain,Potential Yield,9915
2576,Demand Sites and Catchments\Peninsula\Corn_grain,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Aug 1, % of RAW, 100, % Depletion, 100)"
2577,Demand Sites and Catchments\Peninsula\Corn_grain,Market Price,0
2578,Demand Sites and Catchments\Peninsula\Corn_grain,Fraction Wetted,0.6
2579,Demand Sites and Catchments\Peninsula\Corn_grain,Total Soil Thickness,2
2580,Demand Sites and Catchments\Peninsula\Corn_grain,Irrigation Efficiency,60
2581,Demand Sites and Catchments\Peninsula\Corn_grain,Loss to Groundwater,0
2582,Demand Sites and Catchments\Peninsula\Corn_grain,Soil Water Capacity,SoilLibrary(Loam)
2583,Demand Sites and Catchments\Peninsula\Corn_grain,Loss to Runoff,0
2584,Demand Sites and Catchments\Peninsula\Corn_grain,Minimum Depth,0
2585,Demand Sites and Catchments\Peninsula\Corn_grain,Target Depth,0
2586,Demand Sites and Catchments\Peninsula\Corn_grain,Maximum Infiltration Rate,243.8
2587,Demand Sites and Catchments\Peninsula\Corn_grain,Release Requirement,0
2588,Demand Sites and Catchments\Peninsula\Corn_grain,Maximum Percolation Rate,7315.2
2589,Demand Sites and Catchments\Peninsula\Corn_grain,Effective Precipitation,100
2590,Demand Sites and Catchments\Peninsula\Corn_grain,Fraction Covered,0
2591,Demand Sites and Catchments\Peninsula\Corn_grain,Direct Recharge to GW,0.0
2592,Demand Sites and Catchments\Peninsula\Durum_Wheat,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Durum Wheat.xlsx, A3:B12))"
2593,Demand Sites and Catchments\Peninsula\Durum_Wheat,Potential Yield,6445
2594,Demand Sites and Catchments\Peninsula\Durum_Wheat,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, Jun 29, % of RAW, 100, % Depletion, 100)"
2595,Demand Sites and Catchments\Peninsula\Durum_Wheat,Market Price,0
2596,Demand Sites and Catchments\Peninsula\Durum_Wheat,Fraction Wetted,0.6
2597,Demand Sites and Catchments\Peninsula\Durum_Wheat,Total Soil Thickness,2
2598,Demand Sites and Catchments\Peninsula\Durum_Wheat,Irrigation Efficiency,60
2599,Demand Sites and Catchments\Peninsula\Durum_Wheat,Loss to Groundwater,0
2600,Demand Sites and Catchments\Peninsula\Durum_Wheat,Soil Water Capacity,SoilLibrary(Silt loam)
2601,Demand Sites and Catchments\Peninsula\Durum_Wheat,Loss to Runoff,0
2602,Demand Sites and Catchments\Peninsula\Durum_Wheat,Minimum Depth,0
2603,Demand Sites and Catchments\Peninsula\Durum_Wheat,Target Depth,0
2604,Demand Sites and Catchments\Peninsula\Durum_Wheat,Maximum Infiltration Rate,121.9
2605,Demand Sites and Catchments\Peninsula\Durum_Wheat,Release Requirement,0
2606,Demand Sites and Catchments\Peninsula\Durum_Wheat,Maximum Percolation Rate,7315.2
2607,Demand Sites and Catchments\Peninsula\Durum_Wheat,Effective Precipitation,100
2608,Demand Sites and Catchments\Peninsula\Durum_Wheat,Fraction Covered,0
2609,Demand Sites and Catchments\Peninsula\Durum_Wheat,Direct Recharge to GW,0.0
2610,Demand Sites and Catchments\Peninsula\Sorghum_grain,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Sorghum.xlsx, A3:B12))*0.1898"
2611,Demand Sites and Catchments\Peninsula\Sorghum_grain,Potential Yield,4516
2612,Demand Sites and Catchments\Peninsula\Sorghum_grain,Irrigation Schedule,"IrrigationSchedule(1, Apr 1, Aug 8, % of RAW, 100, % Depletion, 100)"
2613,Demand Sites and Catchments\Peninsula\Sorghum_grain,Market Price,0
2614,Demand Sites and Catchments\Peninsula\Sorghum_grain,Fraction Wetted,0.6
2615,Demand Sites and Catchments\Peninsula\Sorghum_grain,Total Soil Thickness,2
2616,Demand Sites and Catchments\Peninsula\Sorghum_grain,Irrigation Efficiency,60
2617,Demand Sites and Catchments\Peninsula\Sorghum_grain,Loss to Groundwater,0
2618,Demand Sites and Catchments\Peninsula\Sorghum_grain,Soil Water Capacity,SoilLibrary(Loam)
2619,Demand Sites and Catchments\Peninsula\Sorghum_grain,Loss to Runoff,0
2620,Demand Sites and Catchments\Peninsula\Sorghum_grain,Minimum Depth,0
2621,Demand Sites and Catchments\Peninsula\Sorghum_grain,Target Depth,0
2622,Demand Sites and Catchments\Peninsula\Sorghum_grain,Maximum Infiltration Rate,243.8
2623,Demand Sites and Catchments\Peninsula\Sorghum_grain,Release Requirement,0
2624,Demand Sites and Catchments\Peninsula\Sorghum_grain,Maximum Percolation Rate,7315.2
2625,Demand Sites and Catchments\Peninsula\Sorghum_grain,Effective Precipitation,100
2626,Demand Sites and Catchments\Peninsula\Sorghum_grain,Fraction Covered,0
2627,Demand Sites and Catchments\Peninsula\Sorghum_grain,Direct Recharge to GW,0.0
2628,Demand Sites and Catchments\Peninsula\Potatoes,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Potatoes.xlsx, A3:B12))"
2629,Demand Sites and Catchments\Peninsula\Potatoes,Potential Yield,31608
2630,Demand Sites and Catchments\Peninsula\Potatoes,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, Jul 18, % of RAW, 100, % Depletion, 100)"
2631,Demand Sites and Catchments\Peninsula\Potatoes,Market Price,0
2632,Demand Sites and Catchments\Peninsula\Potatoes,Fraction Wetted,0.6
2633,Demand Sites and Catchments\Peninsula\Potatoes,Total Soil Thickness,2
2634,Demand Sites and Catchments\Peninsula\Potatoes,Irrigation Efficiency,60
2635,Demand Sites and Catchments\Peninsula\Potatoes,Loss to Groundwater,0
2636,Demand Sites and Catchments\Peninsula\Potatoes,Soil Water Capacity,SoilLibrary(Loam)
2637,Demand Sites and Catchments\Peninsula\Potatoes,Loss to Runoff,0
2638,Demand Sites and Catchments\Peninsula\Potatoes,Minimum Depth,0
2639,Demand Sites and Catchments\Peninsula\Potatoes,Target Depth,0
2640,Demand Sites and Catchments\Peninsula\Potatoes,Maximum Infiltration Rate,243.8
2641,Demand Sites and Catchments\Peninsula\Potatoes,Release Requirement,0
2642,Demand Sites and Catchments\Peninsula\Potatoes,Maximum Percolation Rate,7315.2
2643,Demand Sites and Catchments\Peninsula\Potatoes,Effective Precipitation,100
2644,Demand Sites and Catchments\Peninsula\Potatoes,Fraction Covered,0
2645,Demand Sites and Catchments\Peninsula\Potatoes,Direct Recharge to GW,0.0
2646,Demand Sites and Catchments\Peninsula\Sugarbeets,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Sugarbeets.xlsx, A3:B12))"
2647,Demand Sites and Catchments\Peninsula\Sugarbeets,Potential Yield,50032
2648,Demand Sites and Catchments\Peninsula\Sugarbeets,Irrigation Schedule,"IrrigationSchedule(1, Sep 1, May 13, % of RAW, 100, % Depletion, 100)"
2649,Demand Sites and Catchments\Peninsula\Sugarbeets,Market Price,0
2650,Demand Sites and Catchments\Peninsula\Sugarbeets,Fraction Wetted,0.6
2651,Demand Sites and Catchments\Peninsula\Sugarbeets,Total Soil Thickness,2
2652,Demand Sites and Catchments\Peninsula\Sugarbeets,Irrigation Efficiency,60
2653,Demand Sites and Catchments\Peninsula\Sugarbeets,Loss to Groundwater,0
2654,Demand Sites and Catchments\Peninsula\Sugarbeets,Soil Water Capacity,SoilLibrary(Loam)
2655,Demand Sites and Catchments\Peninsula\Sugarbeets,Loss to Runoff,0
2656,Demand Sites and Catchments\Peninsula\Sugarbeets,Minimum Depth,0
2657,Demand Sites and Catchments\Peninsula\Sugarbeets,Target Depth,0
2658,Demand Sites and Catchments\Peninsula\Sugarbeets,Maximum Infiltration Rate,243.8
2659,Demand Sites and Catchments\Peninsula\Sugarbeets,Release Requirement,0
2660,Demand Sites and Catchments\Peninsula\Sugarbeets,Maximum Percolation Rate,7315.2
2661,Demand Sites and Catchments\Peninsula\Sugarbeets,Effective Precipitation,100
2662,Demand Sites and Catchments\Peninsula\Sugarbeets,Fraction Covered,0
2663,Demand Sites and Catchments\Peninsula\Sugarbeets,Direct Recharge to GW,0.0
2664,Demand Sites and Catchments\Peninsula\Cotton,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Cotton.xlsx, A3:B12))"
2665,Demand Sites and Catchments\Peninsula\Cotton,Potential Yield,1657
2666,Demand Sites and Catchments\Peninsula\Cotton,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Oct 25, % of RAW, 100, % Depletion, 100)"
2667,Demand Sites and Catchments\Peninsula\Cotton,Market Price,0
2668,Demand Sites and Catchments\Peninsula\Cotton,Fraction Wetted,0.6
2669,Demand Sites and Catchments\Peninsula\Cotton,Total Soil Thickness,2
2670,Demand Sites and Catchments\Peninsula\Cotton,Irrigation Efficiency,60
2671,Demand Sites and Catchments\Peninsula\Cotton,Loss to Groundwater,0
2672,Demand Sites and Catchments\Peninsula\Cotton,Soil Water Capacity,SoilLibrary(Loam)
2673,Demand Sites and Catchments\Peninsula\Cotton,Loss to Runoff,0
2674,Demand Sites and Catchments\Peninsula\Cotton,Minimum Depth,0
2675,Demand Sites and Catchments\Peninsula\Cotton,Target Depth,0
2676,Demand Sites and Catchments\Peninsula\Cotton,Maximum Infiltration Rate,243.8
2677,Demand Sites and Catchments\Peninsula\Cotton,Release Requirement,0
2678,Demand Sites and Catchments\Peninsula\Cotton,Maximum Percolation Rate,7315.2
2679,Demand Sites and Catchments\Peninsula\Cotton,Effective Precipitation,100
2680,Demand Sites and Catchments\Peninsula\Cotton,Fraction Covered,0
2681,Demand Sites and Catchments\Peninsula\Cotton,Direct Recharge to GW,0.0
2682,Demand Sites and Catchments\Peninsula\Barley,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Barley.xlsx, A3:B12))"
2683,Demand Sites and Catchments\Peninsula\Barley,Potential Yield,6099
2684,Demand Sites and Catchments\Peninsula\Barley,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, Jun 9, % of RAW, 100, % Depletion, 100)"
2685,Demand Sites and Catchments\Peninsula\Barley,Market Price,0
2686,Demand Sites and Catchments\Peninsula\Barley,Fraction Wetted,0.6
2687,Demand Sites and Catchments\Peninsula\Barley,Total Soil Thickness,2
2688,Demand Sites and Catchments\Peninsula\Barley,Irrigation Efficiency,60
2689,Demand Sites and Catchments\Peninsula\Barley,Loss to Groundwater,0
2690,Demand Sites and Catchments\Peninsula\Barley,Soil Water Capacity,SoilLibrary(Loam)
2691,Demand Sites and Catchments\Peninsula\Barley,Loss to Runoff,0
2692,Demand Sites and Catchments\Peninsula\Barley,Minimum Depth,0
2693,Demand Sites and Catchments\Peninsula\Barley,Target Depth,0
2694,Demand Sites and Catchments\Peninsula\Barley,Maximum Infiltration Rate,243.8
2695,Demand Sites and Catchments\Peninsula\Barley,Release Requirement,0
2696,Demand Sites and Catchments\Peninsula\Barley,Maximum Percolation Rate,7315.2
2697,Demand Sites and Catchments\Peninsula\Barley,Effective Precipitation,100
2698,Demand Sites and Catchments\Peninsula\Barley,Fraction Covered,0
2699,Demand Sites and Catchments\Peninsula\Barley,Direct Recharge to GW,0.0
2700,Demand Sites and Catchments\Peninsula\Winter_Wheat,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Winter Wheat.xlsx, A3:B12))"
2701,Demand Sites and Catchments\Peninsula\Winter_Wheat,Potential Yield,6355
2702,Demand Sites and Catchments\Peninsula\Winter_Wheat,Irrigation Schedule,"IrrigationSchedule(1, Dec 1, May 29, % of RAW, 100, % Depletion, 100)"
2703,Demand Sites and Catchments\Peninsula\Winter_Wheat,Market Price,0
2704,Demand Sites and Catchments\Peninsula\Winter_Wheat,Fraction Wetted,0.6
2705,Demand Sites and Catchments\Peninsula\Winter_Wheat,Total Soil Thickness,2
2706,Demand Sites and Catchments\Peninsula\Winter_Wheat,Irrigation Efficiency,60
2707,Demand Sites and Catchments\Peninsula\Winter_Wheat,Loss to Groundwater,0
2708,Demand Sites and Catchments\Peninsula\Winter_Wheat,Soil Water Capacity,SoilLibrary(Loam)
2709,Demand Sites and Catchments\Peninsula\Winter_Wheat,Loss to Runoff,0
2710,Demand Sites and Catchments\Peninsula\Winter_Wheat,Minimum Depth,0
2711,Demand Sites and Catchments\Peninsula\Winter_Wheat,Target Depth,0
2712,Demand Sites and Catchments\Peninsula\Winter_Wheat,Maximum Infiltration Rate,243.8
2713,Demand Sites and Catchments\Peninsula\Winter_Wheat,Release Requirement,0
2714,Demand Sites and Catchments\Peninsula\Winter_Wheat,Maximum Percolation Rate,7315.2
2715,Demand Sites and Catchments\Peninsula\Winter_Wheat,Effective Precipitation,100
2716,Demand Sites and Catchments\Peninsula\Winter_Wheat,Fraction Covered,0
2717,Demand Sites and Catchments\Peninsula\Winter_Wheat,Direct Recharge to GW,0.0
2718,Demand Sites and Catchments\Peninsula\Other_Hay,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\peninsul_Other Hay.xlsx, A3:B12))"
2719,Demand Sites and Catchments\Peninsula\Other_Hay,Potential Yield,9824
2720,Demand Sites and Catchments\Peninsula\Other_Hay,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, May 15, % of RAW, 100, % Depletion, 100)"
2721,Demand Sites and Catchments\Peninsula\Other_Hay,Market Price,0
2722,Demand Sites and Catchments\Peninsula\Other_Hay,Fraction Wetted,0.6
2723,Demand Sites and Catchments\Peninsula\Other_Hay,Total Soil Thickness,2
2724,Demand Sites and Catchments\Peninsula\Other_Hay,Irrigation Efficiency,60
2725,Demand Sites and Catchments\Peninsula\Other_Hay,Loss to Groundwater,0
2726,Demand Sites and Catchments\Peninsula\Other_Hay,Soil Water Capacity,SoilLibrary(Loam)
2727,Demand Sites and Catchments\Peninsula\Other_Hay,Loss to Runoff,0
2728,Demand Sites and Catchments\Peninsula\Other_Hay,Minimum Depth,0
2729,Demand Sites and Catchments\Peninsula\Other_Hay,Target Depth,0
2730,Demand Sites and Catchments\Peninsula\Other_Hay,Maximum Infiltration Rate,243.8
2731,Demand Sites and Catchments\Peninsula\Other_Hay,Release Requirement,0
2732,Demand Sites and Catchments\Peninsula\Other_Hay,Maximum Percolation Rate,7315.2
